PING 192.168.2.69 (192.168.2.69) 56(84) bytes of data.
64 bytes from 192.168.2.69: icmp_seq=68 ttl=64 time=0.130 ms
64 bytes from 192.168.2.69: icmp_seq=69 ttl=64 time=0.147 ms
64 bytes from 192.168.2.69: icmp_seq=70 ttl=64 time=0.192 ms
64 bytes from 192.168.2.69: icmp_seq=71 ttl=64 time=0.219 ms
64 bytes from 192.168.2.69: icmp_seq=72 ttl=64 time=0.169 ms
64 bytes from 192.168.2.69: icmp_seq=73 ttl=64 time=0.120 ms
64 bytes from 192.168.2.69: icmp_seq=74 ttl=64 time=0.159 ms
64 bytes from 192.168.2.69: icmp_seq=75 ttl=64 time=0.223 ms
64 bytes from 192.168.2.69: icmp_seq=76 ttl=64 time=0.150 ms
64 bytes from 192.168.2.69: icmp_seq=77 ttl=64 time=0.150 ms
64 bytes from 192.168.2.69: icmp_seq=78 ttl=64 time=0.146 ms
64 bytes from 192.168.2.69: icmp_seq=79 ttl=64 time=0.146 ms
64 bytes from 192.168.2.69: icmp_seq=80 ttl=64 time=0.116 ms
64 bytes from 192.168.2.69: icmp_seq=81 ttl=64 time=0.104 ms
64 bytes from 192.168.2.69: icmp_seq=82 ttl=64 time=0.158 ms
64 bytes from 192.168.2.69: icmp_seq=83 ttl=64 time=0.183 ms
64 bytes from 192.168.2.69: icmp_seq=84 ttl=64 time=0.225 ms
64 bytes from 192.168.2.69: icmp_seq=85 ttl=64 time=0.237 ms
64 bytes from 192.168.2.69: icmp_seq=86 ttl=64 time=0.203 ms
64 bytes from 192.168.2.69: icmp_seq=87 ttl=64 time=0.202 ms
64 bytes from 192.168.2.69: icmp_seq=88 ttl=64 time=0.183 ms
64 bytes from 192.168.2.69: icmp_seq=89 ttl=64 time=0.585 ms
64 bytes from 192.168.2.69: icmp_seq=90 ttl=64 time=0.153 ms
64 bytes from 192.168.2.69: icmp_seq=91 ttl=64 time=0.131 ms
64 bytes from 192.168.2.69: icmp_seq=92 ttl=64 time=0.201 ms
64 bytes from 192.168.2.69: icmp_seq=93 ttl=64 time=0.130 ms
64 bytes from 192.168.2.69: icmp_seq=94 ttl=64 time=0.104 ms
64 bytes from 192.168.2.69: icmp_seq=95 ttl=64 time=1.06 ms
64 bytes from 192.168.2.69: icmp_seq=96 ttl=64 time=0.109 ms
64 bytes from 192.168.2.69: icmp_seq=97 ttl=64 time=0.163 ms
64 bytes from 192.168.2.69: icmp_seq=98 ttl=64 time=0.129 ms
64 bytes from 192.168.2.69: icmp_seq=99 ttl=64 time=0.156 ms
64 bytes from 192.168.2.69: icmp_seq=100 ttl=64 time=0.108 ms
64 bytes from 192.168.2.69: icmp_seq=101 ttl=64 time=0.161 ms
64 bytes from 192.168.2.69: icmp_seq=102 ttl=64 time=0.199 ms
64 bytes from 192.168.2.69: icmp_seq=103 ttl=64 time=0.145 ms
64 bytes from 192.168.2.69: icmp_seq=104 ttl=64 time=0.201 ms
64 bytes from 192.168.2.69: icmp_seq=105 ttl=64 time=0.106 ms
64 bytes from 192.168.2.69: icmp_seq=106 ttl=64 time=0.107 ms
64 bytes from 192.168.2.69: icmp_seq=107 ttl=64 time=0.199 ms
64 bytes from 192.168.2.69: icmp_seq=108 ttl=64 time=0.182 ms
64 bytes from 192.168.2.69: icmp_seq=109 ttl=64 time=0.116 ms
64 bytes from 192.168.2.69: icmp_seq=110 ttl=64 time=0.123 ms
64 bytes from 192.168.2.69: icmp_seq=111 ttl=64 time=0.111 ms
64 bytes from 192.168.2.69: icmp_seq=112 ttl=64 time=0.204 ms
64 bytes from 192.168.2.69: icmp_seq=113 ttl=64 time=0.129 ms
64 bytes from 192.168.2.69: icmp_seq=114 ttl=64 time=0.203 ms
64 bytes from 192.168.2.69: icmp_seq=115 ttl=64 time=0.152 ms
64 bytes from 192.168.2.69: icmp_seq=116 ttl=64 time=0.203 ms
64 bytes from 192.168.2.69: icmp_seq=117 ttl=64 time=0.282 ms
64 bytes from 192.168.2.69: icmp_seq=118 ttl=64 time=0.245 ms
64 bytes from 192.168.2.69: icmp_seq=119 ttl=64 time=0.141 ms
64 bytes from 192.168.2.69: icmp_seq=120 ttl=64 time=0.140 ms
64 bytes from 192.168.2.69: icmp_seq=121 ttl=64 time=0.199 ms

--- 192.168.2.69 ping statistics ---
121 packets transmitted, 110 received, 9% packet loss, time 120029ms
rtt min/avg/max/mdev = 0.092/0.261/1.062/0.178 ms
