PING 186.195.16.6 (186.195.16.6) 56(84) bytes of data.
64 bytes from 186.195.16.6: icmp_req=65 ttl=64 time=0.191 ms
64 bytes from 186.195.16.6: icmp_req=66 ttl=64 time=0.269 ms
64 bytes from 186.195.16.6: icmp_req=67 ttl=64 time=0.180 ms
64 bytes from 186.195.16.6: icmp_req=68 ttl=64 time=0.177 ms
64 bytes from 186.195.16.6: icmp_req=69 ttl=64 time=0.197 ms
64 bytes from 186.195.16.6: icmp_req=70 ttl=64 time=0.161 ms
64 bytes from 186.195.16.6: icmp_req=71 ttl=64 time=0.176 ms
64 bytes from 186.195.16.6: icmp_req=72 ttl=64 time=0.117 ms
64 bytes from 186.195.16.6: icmp_req=73 ttl=64 time=0.176 ms
64 bytes from 186.195.16.6: icmp_req=74 ttl=64 time=0.196 ms
64 bytes from 186.195.16.6: icmp_req=75 ttl=64 time=0.168 ms
64 bytes from 186.195.16.6: icmp_req=76 ttl=64 time=0.168 ms
64 bytes from 186.195.16.6: icmp_req=77 ttl=64 time=0.173 ms
64 bytes from 186.195.16.6: icmp_req=78 ttl=64 time=0.173 ms
64 bytes from 186.195.16.6: icmp_req=79 ttl=64 time=0.179 ms
64 bytes from 186.195.16.6: icmp_req=80 ttl=64 time=0.175 ms
64 bytes from 186.195.16.6: icmp_req=81 ttl=64 time=0.174 ms
64 bytes from 186.195.16.6: icmp_req=82 ttl=64 time=0.083 ms
64 bytes from 186.195.16.6: icmp_req=83 ttl=64 time=0.113 ms
64 bytes from 186.195.16.6: icmp_req=84 ttl=64 time=0.167 ms
64 bytes from 186.195.16.6: icmp_req=85 ttl=64 time=0.144 ms
64 bytes from 186.195.16.6: icmp_req=86 ttl=64 time=0.140 ms
64 bytes from 186.195.16.6: icmp_req=87 ttl=64 time=0.170 ms
64 bytes from 186.195.16.6: icmp_req=88 ttl=64 time=0.176 ms
64 bytes from 186.195.16.6: icmp_req=89 ttl=64 time=0.140 ms
64 bytes from 186.195.16.6: icmp_req=90 ttl=64 time=0.183 ms
64 bytes from 186.195.16.6: icmp_req=91 ttl=64 time=0.108 ms
64 bytes from 186.195.16.6: icmp_req=92 ttl=64 time=0.228 ms
64 bytes from 186.195.16.6: icmp_req=93 ttl=64 time=0.215 ms
64 bytes from 186.195.16.6: icmp_req=94 ttl=64 time=0.135 ms
64 bytes from 186.195.16.6: icmp_req=95 ttl=64 time=0.202 ms
64 bytes from 186.195.16.6: icmp_req=96 ttl=64 time=0.203 ms
64 bytes from 186.195.16.6: icmp_req=97 ttl=64 time=0.237 ms
64 bytes from 186.195.16.6: icmp_req=98 ttl=64 time=0.257 ms
64 bytes from 186.195.16.6: icmp_req=99 ttl=64 time=0.217 ms
64 bytes from 186.195.16.6: icmp_req=100 ttl=64 time=0.212 ms
64 bytes from 186.195.16.6: icmp_req=101 ttl=64 time=0.253 ms
64 bytes from 186.195.16.6: icmp_req=102 ttl=64 time=0.205 ms
64 bytes from 186.195.16.6: icmp_req=103 ttl=64 time=0.165 ms
64 bytes from 186.195.16.6: icmp_req=104 ttl=64 time=0.183 ms
64 bytes from 186.195.16.6: icmp_req=105 ttl=64 time=0.207 ms
64 bytes from 186.195.16.6: icmp_req=106 ttl=64 time=0.243 ms
64 bytes from 186.195.16.6: icmp_req=107 ttl=64 time=0.198 ms
64 bytes from 186.195.16.6: icmp_req=108 ttl=64 time=0.271 ms
64 bytes from 186.195.16.6: icmp_req=109 ttl=64 time=0.185 ms
64 bytes from 186.195.16.6: icmp_req=110 ttl=64 time=0.221 ms
64 bytes from 186.195.16.6: icmp_req=111 ttl=64 time=0.229 ms
64 bytes from 186.195.16.6: icmp_req=112 ttl=64 time=0.214 ms
64 bytes from 186.195.16.6: icmp_req=113 ttl=64 time=0.220 ms
64 bytes from 186.195.16.6: icmp_req=114 ttl=64 time=0.215 ms
64 bytes from 186.195.16.6: icmp_req=115 ttl=64 time=0.202 ms
64 bytes from 186.195.16.6: icmp_req=116 ttl=64 time=0.213 ms
64 bytes from 186.195.16.6: icmp_req=117 ttl=64 time=0.216 ms
64 bytes from 186.195.16.6: icmp_req=118 ttl=64 time=0.212 ms
64 bytes from 186.195.16.6: icmp_req=119 ttl=64 time=0.220 ms
64 bytes from 186.195.16.6: icmp_req=120 ttl=64 time=0.208 ms
64 bytes from 186.195.16.6: icmp_req=121 ttl=64 time=0.292 ms
64 bytes from 186.195.16.6: icmp_req=122 ttl=64 time=0.194 ms
64 bytes from 186.195.16.6: icmp_req=123 ttl=64 time=0.176 ms
64 bytes from 186.195.16.6: icmp_req=124 ttl=64 time=0.219 ms
64 bytes from 186.195.16.6: icmp_req=125 ttl=64 time=0.284 ms
64 bytes from 186.195.16.6: icmp_req=126 ttl=64 time=0.330 ms
64 bytes from 186.195.16.6: icmp_req=127 ttl=64 time=0.409 ms
64 bytes from 186.195.16.6: icmp_req=128 ttl=64 time=0.330 ms
64 bytes from 186.195.16.6: icmp_req=129 ttl=64 time=0.234 ms
64 bytes from 186.195.16.6: icmp_req=130 ttl=64 time=0.235 ms
64 bytes from 186.195.16.6: icmp_req=131 ttl=64 time=0.213 ms
64 bytes from 186.195.16.6: icmp_req=132 ttl=64 time=0.229 ms
64 bytes from 186.195.16.6: icmp_req=133 ttl=64 time=0.239 ms
64 bytes from 186.195.16.6: icmp_req=134 ttl=64 time=0.222 ms
64 bytes from 186.195.16.6: icmp_req=135 ttl=64 time=0.209 ms
64 bytes from 186.195.16.6: icmp_req=136 ttl=64 time=0.221 ms
64 bytes from 186.195.16.6: icmp_req=137 ttl=64 time=0.216 ms
64 bytes from 186.195.16.6: icmp_req=138 ttl=64 time=0.205 ms
64 bytes from 186.195.16.6: icmp_req=139 ttl=64 time=0.235 ms
64 bytes from 186.195.16.6: icmp_req=140 ttl=64 time=0.217 ms
64 bytes from 186.195.16.6: icmp_req=141 ttl=64 time=0.288 ms
64 bytes from 186.195.16.6: icmp_req=142 ttl=64 time=0.285 ms
64 bytes from 186.195.16.6: icmp_req=143 ttl=64 time=0.129 ms
64 bytes from 186.195.16.6: icmp_req=144 ttl=64 time=0.207 ms
64 bytes from 186.195.16.6: icmp_req=145 ttl=64 time=0.305 ms
64 bytes from 186.195.16.6: icmp_req=146 ttl=64 time=0.213 ms
64 bytes from 186.195.16.6: icmp_req=147 ttl=64 time=0.235 ms
64 bytes from 186.195.16.6: icmp_req=148 ttl=64 time=0.246 ms
64 bytes from 186.195.16.6: icmp_req=149 ttl=64 time=0.213 ms
64 bytes from 186.195.16.6: icmp_req=150 ttl=64 time=0.233 ms
64 bytes from 186.195.16.6: icmp_req=151 ttl=64 time=0.216 ms
64 bytes from 186.195.16.6: icmp_req=152 ttl=64 time=0.240 ms
64 bytes from 186.195.16.6: icmp_req=153 ttl=64 time=0.194 ms
64 bytes from 186.195.16.6: icmp_req=154 ttl=64 time=0.223 ms
64 bytes from 186.195.16.6: icmp_req=155 ttl=64 time=0.224 ms
64 bytes from 186.195.16.6: icmp_req=156 ttl=64 time=0.211 ms
64 bytes from 186.195.16.6: icmp_req=157 ttl=64 time=0.215 ms
64 bytes from 186.195.16.6: icmp_req=158 ttl=64 time=0.210 ms
64 bytes from 186.195.16.6: icmp_req=159 ttl=64 time=0.235 ms
64 bytes from 186.195.16.6: icmp_req=160 ttl=64 time=0.222 ms
64 bytes from 186.195.16.6: icmp_req=161 ttl=64 time=0.309 ms
64 bytes from 186.195.16.6: icmp_req=162 ttl=64 time=0.294 ms
64 bytes from 186.195.16.6: icmp_req=163 ttl=64 time=0.912 ms
From 186.195.16.22 icmp_seq=217 Destination Host Unreachable
From 186.195.16.22 icmp_seq=218 Destination Host Unreachable
From 186.195.16.22 icmp_seq=221 Destination Host Unreachable
From 186.195.16.22 icmp_seq=224 Destination Host Unreachable
From 186.195.16.22 icmp_seq=226 Destination Host Unreachable
From 186.195.16.22 icmp_seq=227 Destination Host Unreachable
From 186.195.16.22 icmp_seq=228 Destination Host Unreachable
From 186.195.16.22 icmp_seq=229 Destination Host Unreachable
From 186.195.16.22 icmp_seq=230 Destination Host Unreachable
From 186.195.16.22 icmp_seq=232 Destination Host Unreachable
From 186.195.16.22 icmp_seq=233 Destination Host Unreachable
From 186.195.16.22 icmp_seq=234 Destination Host Unreachable
From 186.195.16.22 icmp_seq=235 Destination Host Unreachable
From 186.195.16.22 icmp_seq=236 Destination Host Unreachable
From 186.195.16.22 icmp_seq=237 Destination Host Unreachable
From 186.195.16.22 icmp_seq=238 Destination Host Unreachable
From 186.195.16.22 icmp_seq=239 Destination Host Unreachable
From 186.195.16.22 icmp_seq=241 Destination Host Unreachable
From 186.195.16.22 icmp_seq=244 Destination Host Unreachable
From 186.195.16.22 icmp_seq=246 Destination Host Unreachable
From 186.195.16.22 icmp_seq=247 Destination Host Unreachable
From 186.195.16.22 icmp_seq=248 Destination Host Unreachable
From 186.195.16.22 icmp_seq=249 Destination Host Unreachable
From 186.195.16.22 icmp_seq=250 Destination Host Unreachable
From 186.195.16.22 icmp_seq=251 Destination Host Unreachable
From 186.195.16.22 icmp_seq=252 Destination Host Unreachable
From 186.195.16.22 icmp_seq=253 Destination Host Unreachable
From 186.195.16.22 icmp_seq=255 Destination Host Unreachable
From 186.195.16.22 icmp_seq=256 Destination Host Unreachable
From 186.195.16.22 icmp_seq=257 Destination Host Unreachable
From 186.195.16.22 icmp_seq=258 Destination Host Unreachable
From 186.195.16.22 icmp_seq=259 Destination Host Unreachable
From 186.195.16.22 icmp_seq=260 Destination Host Unreachable
From 186.195.16.22 icmp_seq=264 Destination Host Unreachable
From 186.195.16.22 icmp_seq=266 Destination Host Unreachable
From 186.195.16.22 icmp_seq=267 Destination Host Unreachable
From 186.195.16.22 icmp_seq=268 Destination Host Unreachable
From 186.195.16.22 icmp_seq=269 Destination Host Unreachable
From 186.195.16.22 icmp_seq=270 Destination Host Unreachable
From 186.195.16.22 icmp_seq=271 Destination Host Unreachable
From 186.195.16.22 icmp_seq=272 Destination Host Unreachable
From 186.195.16.22 icmp_seq=273 Destination Host Unreachable
From 186.195.16.22 icmp_seq=274 Destination Host Unreachable
From 186.195.16.22 icmp_seq=275 Destination Host Unreachable
From 186.195.16.22 icmp_seq=276 Destination Host Unreachable
From 186.195.16.22 icmp_seq=277 Destination Host Unreachable
From 186.195.16.22 icmp_seq=278 Destination Host Unreachable
From 186.195.16.22 icmp_seq=281 Destination Host Unreachable
From 186.195.16.22 icmp_seq=282 Destination Host Unreachable
From 186.195.16.22 icmp_seq=283 Destination Host Unreachable
From 186.195.16.22 icmp_seq=284 Destination Host Unreachable
From 186.195.16.22 icmp_seq=285 Destination Host Unreachable
From 186.195.16.22 icmp_seq=286 Destination Host Unreachable
From 186.195.16.22 icmp_seq=287 Destination Host Unreachable
From 186.195.16.22 icmp_seq=290 Destination Host Unreachable
From 186.195.16.22 icmp_seq=292 Destination Host Unreachable
From 186.195.16.22 icmp_seq=295 Destination Host Unreachable
From 186.195.16.22 icmp_seq=296 Destination Host Unreachable
From 186.195.16.22 icmp_seq=297 Destination Host Unreachable
From 186.195.16.22 icmp_seq=298 Destination Host Unreachable

--- 186.195.16.6 ping statistics ---
301 packets transmitted, 163 received, +60 errors, 45% packet loss, time 300007ms
rtt min/avg/max/mdev = 0.081/0.198/0.912/0.074 ms, pipe 4
