PING 192.168.2.69 (192.168.2.69) 56(84) bytes of data.
64 bytes from 192.168.2.69: icmp_seq=73 ttl=64 time=0.170 ms
64 bytes from 192.168.2.69: icmp_seq=74 ttl=64 time=0.121 ms
64 bytes from 192.168.2.69: icmp_seq=75 ttl=64 time=0.187 ms
64 bytes from 192.168.2.69: icmp_seq=76 ttl=64 time=0.241 ms
64 bytes from 192.168.2.69: icmp_seq=77 ttl=64 time=0.137 ms
64 bytes from 192.168.2.69: icmp_seq=78 ttl=64 time=0.224 ms
64 bytes from 192.168.2.69: icmp_seq=79 ttl=64 time=0.195 ms
64 bytes from 192.168.2.69: icmp_seq=80 ttl=64 time=0.132 ms
64 bytes from 192.168.2.69: icmp_seq=81 ttl=64 time=0.198 ms
64 bytes from 192.168.2.69: icmp_seq=82 ttl=64 time=0.215 ms
64 bytes from 192.168.2.69: icmp_seq=83 ttl=64 time=0.199 ms
64 bytes from 192.168.2.69: icmp_seq=84 ttl=64 time=0.109 ms
64 bytes from 192.168.2.69: icmp_seq=85 ttl=64 time=0.202 ms
64 bytes from 192.168.2.69: icmp_seq=86 ttl=64 time=0.130 ms
64 bytes from 192.168.2.69: icmp_seq=87 ttl=64 time=0.150 ms
64 bytes from 192.168.2.69: icmp_seq=88 ttl=64 time=0.152 ms
64 bytes from 192.168.2.69: icmp_seq=89 ttl=64 time=0.135 ms
64 bytes from 192.168.2.69: icmp_seq=90 ttl=64 time=0.125 ms
64 bytes from 192.168.2.69: icmp_seq=91 ttl=64 time=0.108 ms
64 bytes from 192.168.2.69: icmp_seq=92 ttl=64 time=0.117 ms
64 bytes from 192.168.2.69: icmp_seq=93 ttl=64 time=0.174 ms
64 bytes from 192.168.2.69: icmp_seq=94 ttl=64 time=0.148 ms
64 bytes from 192.168.2.69: icmp_seq=95 ttl=64 time=0.208 ms
64 bytes from 192.168.2.69: icmp_seq=96 ttl=64 time=0.155 ms
64 bytes from 192.168.2.69: icmp_seq=97 ttl=64 time=0.223 ms
64 bytes from 192.168.2.69: icmp_seq=98 ttl=64 time=0.132 ms
64 bytes from 192.168.2.69: icmp_seq=99 ttl=64 time=0.193 ms
64 bytes from 192.168.2.69: icmp_seq=100 ttl=64 time=0.201 ms
64 bytes from 192.168.2.69: icmp_seq=101 ttl=64 time=0.187 ms
64 bytes from 192.168.2.69: icmp_seq=102 ttl=64 time=0.162 ms
64 bytes from 192.168.2.69: icmp_seq=103 ttl=64 time=0.202 ms
64 bytes from 192.168.2.69: icmp_seq=104 ttl=64 time=0.197 ms
64 bytes from 192.168.2.69: icmp_seq=105 ttl=64 time=0.167 ms
64 bytes from 192.168.2.69: icmp_seq=106 ttl=64 time=0.185 ms
64 bytes from 192.168.2.69: icmp_seq=107 ttl=64 time=0.154 ms
64 bytes from 192.168.2.69: icmp_seq=108 ttl=64 time=0.147 ms
64 bytes from 192.168.2.69: icmp_seq=109 ttl=64 time=0.204 ms
64 bytes from 192.168.2.69: icmp_seq=110 ttl=64 time=0.130 ms
64 bytes from 192.168.2.69: icmp_seq=111 ttl=64 time=0.212 ms
64 bytes from 192.168.2.69: icmp_seq=112 ttl=64 time=0.227 ms
64 bytes from 192.168.2.69: icmp_seq=113 ttl=64 time=0.180 ms
64 bytes from 192.168.2.69: icmp_seq=114 ttl=64 time=0.212 ms
64 bytes from 192.168.2.69: icmp_seq=115 ttl=64 time=0.224 ms
64 bytes from 192.168.2.69: icmp_seq=116 ttl=64 time=0.171 ms
64 bytes from 192.168.2.69: icmp_seq=117 ttl=64 time=0.147 ms
64 bytes from 192.168.2.69: icmp_seq=118 ttl=64 time=0.149 ms
64 bytes from 192.168.2.69: icmp_seq=119 ttl=64 time=0.169 ms
64 bytes from 192.168.2.69: icmp_seq=120 ttl=64 time=0.126 ms
64 bytes from 192.168.2.69: icmp_seq=121 ttl=64 time=0.144 ms
64 bytes from 192.168.2.69: icmp_seq=122 ttl=64 time=0.172 ms
64 bytes from 192.168.2.69: icmp_seq=123 ttl=64 time=0.149 ms
64 bytes from 192.168.2.69: icmp_seq=124 ttl=64 time=0.191 ms
64 bytes from 192.168.2.69: icmp_seq=125 ttl=64 time=0.160 ms
64 bytes from 192.168.2.69: icmp_seq=126 ttl=64 time=0.201 ms
64 bytes from 192.168.2.69: icmp_seq=127 ttl=64 time=0.096 ms
64 bytes from 192.168.2.69: icmp_seq=128 ttl=64 time=0.133 ms
64 bytes from 192.168.2.69: icmp_seq=129 ttl=64 time=0.197 ms
64 bytes from 192.168.2.69: icmp_seq=130 ttl=64 time=0.131 ms
64 bytes from 192.168.2.69: icmp_seq=131 ttl=64 time=0.128 ms
64 bytes from 192.168.2.69: icmp_seq=132 ttl=64 time=0.126 ms
64 bytes from 192.168.2.69: icmp_seq=133 ttl=64 time=0.144 ms
64 bytes from 192.168.2.69: icmp_seq=134 ttl=64 time=0.243 ms
64 bytes from 192.168.2.69: icmp_seq=135 ttl=64 time=0.179 ms
64 bytes from 192.168.2.69: icmp_seq=136 ttl=64 time=0.199 ms
64 bytes from 192.168.2.69: icmp_seq=137 ttl=64 time=0.178 ms
64 bytes from 192.168.2.69: icmp_seq=138 ttl=64 time=0.187 ms
64 bytes from 192.168.2.69: icmp_seq=139 ttl=64 time=0.194 ms
64 bytes from 192.168.2.69: icmp_seq=140 ttl=64 time=0.209 ms
64 bytes from 192.168.2.69: icmp_seq=141 ttl=64 time=0.219 ms
64 bytes from 192.168.2.69: icmp_seq=142 ttl=64 time=0.144 ms
64 bytes from 192.168.2.69: icmp_seq=143 ttl=64 time=0.131 ms
64 bytes from 192.168.2.69: icmp_seq=144 ttl=64 time=0.166 ms
64 bytes from 192.168.2.69: icmp_seq=145 ttl=64 time=0.216 ms
64 bytes from 192.168.2.69: icmp_seq=146 ttl=64 time=0.145 ms
64 bytes from 192.168.2.69: icmp_seq=147 ttl=64 time=0.118 ms
64 bytes from 192.168.2.69: icmp_seq=148 ttl=64 time=0.146 ms
64 bytes from 192.168.2.69: icmp_seq=149 ttl=64 time=0.138 ms
64 bytes from 192.168.2.69: icmp_seq=150 ttl=64 time=0.317 ms
64 bytes from 192.168.2.69: icmp_seq=151 ttl=64 time=0.668 ms

--- 192.168.2.69 ping statistics ---
151 packets transmitted, 139 received, 7% packet loss, time 150021ms
rtt min/avg/max/mdev = 0.073/0.248/2.481/0.239 ms
