PING 192.168.2.69 (192.168.2.69) 56(84) bytes of data.
64 bytes from 192.168.2.69: icmp_seq=63 ttl=64 time=0.159 ms
64 bytes from 192.168.2.69: icmp_seq=64 ttl=64 time=0.183 ms
64 bytes from 192.168.2.69: icmp_seq=65 ttl=64 time=0.162 ms
64 bytes from 192.168.2.69: icmp_seq=66 ttl=64 time=0.162 ms
64 bytes from 192.168.2.69: icmp_seq=67 ttl=64 time=0.110 ms
64 bytes from 192.168.2.69: icmp_seq=68 ttl=64 time=0.143 ms
64 bytes from 192.168.2.69: icmp_seq=69 ttl=64 time=0.136 ms
64 bytes from 192.168.2.69: icmp_seq=70 ttl=64 time=0.151 ms
64 bytes from 192.168.2.69: icmp_seq=71 ttl=64 time=0.201 ms
64 bytes from 192.168.2.69: icmp_seq=72 ttl=64 time=0.165 ms
64 bytes from 192.168.2.69: icmp_seq=73 ttl=64 time=0.141 ms
64 bytes from 192.168.2.69: icmp_seq=74 ttl=64 time=0.140 ms
64 bytes from 192.168.2.69: icmp_seq=75 ttl=64 time=0.143 ms
64 bytes from 192.168.2.69: icmp_seq=76 ttl=64 time=0.190 ms
64 bytes from 192.168.2.69: icmp_seq=77 ttl=64 time=0.147 ms
64 bytes from 192.168.2.69: icmp_seq=78 ttl=64 time=0.114 ms
64 bytes from 192.168.2.69: icmp_seq=79 ttl=64 time=0.420 ms
64 bytes from 192.168.2.69: icmp_seq=80 ttl=64 time=0.218 ms
64 bytes from 192.168.2.69: icmp_seq=81 ttl=64 time=0.192 ms
64 bytes from 192.168.2.69: icmp_seq=82 ttl=64 time=0.176 ms
64 bytes from 192.168.2.69: icmp_seq=83 ttl=64 time=0.204 ms
64 bytes from 192.168.2.69: icmp_seq=84 ttl=64 time=0.195 ms
64 bytes from 192.168.2.69: icmp_seq=85 ttl=64 time=0.192 ms
64 bytes from 192.168.2.69: icmp_seq=86 ttl=64 time=0.149 ms
64 bytes from 192.168.2.69: icmp_seq=87 ttl=64 time=0.200 ms
64 bytes from 192.168.2.69: icmp_seq=88 ttl=64 time=0.111 ms
64 bytes from 192.168.2.69: icmp_seq=89 ttl=64 time=0.145 ms
64 bytes from 192.168.2.69: icmp_seq=90 ttl=64 time=0.167 ms
64 bytes from 192.168.2.69: icmp_seq=91 ttl=64 time=0.134 ms
64 bytes from 192.168.2.69: icmp_seq=92 ttl=64 time=0.128 ms
64 bytes from 192.168.2.69: icmp_seq=93 ttl=64 time=0.157 ms
64 bytes from 192.168.2.69: icmp_seq=94 ttl=64 time=0.171 ms
64 bytes from 192.168.2.69: icmp_seq=95 ttl=64 time=0.225 ms
64 bytes from 192.168.2.69: icmp_seq=96 ttl=64 time=0.186 ms
64 bytes from 192.168.2.69: icmp_seq=97 ttl=64 time=0.216 ms
64 bytes from 192.168.2.69: icmp_seq=98 ttl=64 time=0.144 ms
64 bytes from 192.168.2.69: icmp_seq=99 ttl=64 time=0.199 ms
64 bytes from 192.168.2.69: icmp_seq=100 ttl=64 time=0.203 ms
64 bytes from 192.168.2.69: icmp_seq=101 ttl=64 time=0.204 ms
64 bytes from 192.168.2.69: icmp_seq=102 ttl=64 time=0.156 ms
64 bytes from 192.168.2.69: icmp_seq=103 ttl=64 time=0.189 ms
64 bytes from 192.168.2.69: icmp_seq=104 ttl=64 time=0.147 ms
64 bytes from 192.168.2.69: icmp_seq=105 ttl=64 time=0.164 ms
64 bytes from 192.168.2.69: icmp_seq=106 ttl=64 time=0.154 ms
64 bytes from 192.168.2.69: icmp_seq=107 ttl=64 time=0.132 ms
64 bytes from 192.168.2.69: icmp_seq=108 ttl=64 time=0.163 ms
64 bytes from 192.168.2.69: icmp_seq=109 ttl=64 time=0.195 ms
64 bytes from 192.168.2.69: icmp_seq=110 ttl=64 time=0.122 ms
64 bytes from 192.168.2.69: icmp_seq=111 ttl=64 time=0.221 ms
64 bytes from 192.168.2.69: icmp_seq=112 ttl=64 time=0.152 ms
64 bytes from 192.168.2.69: icmp_seq=113 ttl=64 time=0.132 ms
64 bytes from 192.168.2.69: icmp_seq=114 ttl=64 time=0.205 ms
64 bytes from 192.168.2.69: icmp_seq=115 ttl=64 time=0.179 ms
64 bytes from 192.168.2.69: icmp_seq=116 ttl=64 time=0.203 ms
64 bytes from 192.168.2.69: icmp_seq=117 ttl=64 time=0.148 ms
64 bytes from 192.168.2.69: icmp_seq=118 ttl=64 time=0.109 ms
64 bytes from 192.168.2.69: icmp_seq=119 ttl=64 time=0.176 ms
64 bytes from 192.168.2.69: icmp_seq=120 ttl=64 time=0.138 ms
64 bytes from 192.168.2.69: icmp_seq=121 ttl=64 time=0.106 ms

--- 192.168.2.69 ping statistics ---
121 packets transmitted, 108 received, 10% packet loss, time 120017ms
rtt min/avg/max/mdev = 0.096/0.261/0.741/0.170 ms
