PING 192.168.2.69 (192.168.2.69) 56(84) bytes of data.
64 bytes from 192.168.2.69: icmp_seq=67 ttl=64 time=0.137 ms
64 bytes from 192.168.2.69: icmp_seq=68 ttl=64 time=0.104 ms
64 bytes from 192.168.2.69: icmp_seq=69 ttl=64 time=0.144 ms
64 bytes from 192.168.2.69: icmp_seq=70 ttl=64 time=0.151 ms
64 bytes from 192.168.2.69: icmp_seq=71 ttl=64 time=0.144 ms
64 bytes from 192.168.2.69: icmp_seq=72 ttl=64 time=0.148 ms
64 bytes from 192.168.2.69: icmp_seq=73 ttl=64 time=0.118 ms
64 bytes from 192.168.2.69: icmp_seq=74 ttl=64 time=0.159 ms
64 bytes from 192.168.2.69: icmp_seq=75 ttl=64 time=0.211 ms
64 bytes from 192.168.2.69: icmp_seq=76 ttl=64 time=0.126 ms
64 bytes from 192.168.2.69: icmp_seq=77 ttl=64 time=0.139 ms
64 bytes from 192.168.2.69: icmp_seq=78 ttl=64 time=0.121 ms
64 bytes from 192.168.2.69: icmp_seq=79 ttl=64 time=0.184 ms
64 bytes from 192.168.2.69: icmp_seq=80 ttl=64 time=0.198 ms
64 bytes from 192.168.2.69: icmp_seq=81 ttl=64 time=0.202 ms
64 bytes from 192.168.2.69: icmp_seq=82 ttl=64 time=0.177 ms
64 bytes from 192.168.2.69: icmp_seq=83 ttl=64 time=0.167 ms
64 bytes from 192.168.2.69: icmp_seq=84 ttl=64 time=0.145 ms
64 bytes from 192.168.2.69: icmp_seq=85 ttl=64 time=0.204 ms
64 bytes from 192.168.2.69: icmp_seq=86 ttl=64 time=0.112 ms
64 bytes from 192.168.2.69: icmp_seq=87 ttl=64 time=0.140 ms
64 bytes from 192.168.2.69: icmp_seq=88 ttl=64 time=0.137 ms
64 bytes from 192.168.2.69: icmp_seq=89 ttl=64 time=0.135 ms
64 bytes from 192.168.2.69: icmp_seq=90 ttl=64 time=0.139 ms
64 bytes from 192.168.2.69: icmp_seq=91 ttl=64 time=0.195 ms
64 bytes from 192.168.2.69: icmp_seq=92 ttl=64 time=0.163 ms
64 bytes from 192.168.2.69: icmp_seq=93 ttl=64 time=0.202 ms
64 bytes from 192.168.2.69: icmp_seq=94 ttl=64 time=0.174 ms
64 bytes from 192.168.2.69: icmp_seq=95 ttl=64 time=0.522 ms
64 bytes from 192.168.2.69: icmp_seq=96 ttl=64 time=0.196 ms
64 bytes from 192.168.2.69: icmp_seq=97 ttl=64 time=0.196 ms
64 bytes from 192.168.2.69: icmp_seq=98 ttl=64 time=0.109 ms
64 bytes from 192.168.2.69: icmp_seq=99 ttl=64 time=0.181 ms
64 bytes from 192.168.2.69: icmp_seq=100 ttl=64 time=0.179 ms
64 bytes from 192.168.2.69: icmp_seq=101 ttl=64 time=0.239 ms
64 bytes from 192.168.2.69: icmp_seq=102 ttl=64 time=0.227 ms
64 bytes from 192.168.2.69: icmp_seq=103 ttl=64 time=0.303 ms
64 bytes from 192.168.2.69: icmp_seq=104 ttl=64 time=0.120 ms
64 bytes from 192.168.2.69: icmp_seq=105 ttl=64 time=0.129 ms
64 bytes from 192.168.2.69: icmp_seq=106 ttl=64 time=0.264 ms
64 bytes from 192.168.2.69: icmp_seq=107 ttl=64 time=0.195 ms
64 bytes from 192.168.2.69: icmp_seq=108 ttl=64 time=0.134 ms
64 bytes from 192.168.2.69: icmp_seq=109 ttl=64 time=0.176 ms
64 bytes from 192.168.2.69: icmp_seq=110 ttl=64 time=0.175 ms
64 bytes from 192.168.2.69: icmp_seq=111 ttl=64 time=0.347 ms
64 bytes from 192.168.2.69: icmp_seq=112 ttl=64 time=0.166 ms
64 bytes from 192.168.2.69: icmp_seq=113 ttl=64 time=0.112 ms
64 bytes from 192.168.2.69: icmp_seq=114 ttl=64 time=0.199 ms
64 bytes from 192.168.2.69: icmp_seq=115 ttl=64 time=0.184 ms
64 bytes from 192.168.2.69: icmp_seq=116 ttl=64 time=0.123 ms
64 bytes from 192.168.2.69: icmp_seq=117 ttl=64 time=0.077 ms
64 bytes from 192.168.2.69: icmp_seq=118 ttl=64 time=0.104 ms
64 bytes from 192.168.2.69: icmp_seq=119 ttl=64 time=0.171 ms
64 bytes from 192.168.2.69: icmp_seq=120 ttl=64 time=0.204 ms
64 bytes from 192.168.2.69: icmp_seq=121 ttl=64 time=0.130 ms
64 bytes from 192.168.2.69: icmp_seq=122 ttl=64 time=0.129 ms

--- 192.168.2.69 ping statistics ---
122 packets transmitted, 97 received, 20% packet loss, time 121013ms
rtt min/avg/max/mdev = 0.077/0.275/2.265/0.262 ms
