PING 186.195.16.14 (186.195.16.14) 56(84) bytes of data.
64 bytes from 186.195.16.14: icmp_req=127 ttl=64 time=0.210 ms
64 bytes from 186.195.16.14: icmp_req=128 ttl=64 time=0.152 ms
64 bytes from 186.195.16.14: icmp_req=129 ttl=64 time=0.156 ms
64 bytes from 186.195.16.14: icmp_req=130 ttl=64 time=0.151 ms
64 bytes from 186.195.16.14: icmp_req=131 ttl=64 time=0.149 ms
64 bytes from 186.195.16.14: icmp_req=132 ttl=64 time=0.139 ms
64 bytes from 186.195.16.14: icmp_req=133 ttl=64 time=0.277 ms
64 bytes from 186.195.16.14: icmp_req=134 ttl=64 time=0.210 ms
64 bytes from 186.195.16.14: icmp_req=135 ttl=64 time=0.149 ms
64 bytes from 186.195.16.14: icmp_req=136 ttl=64 time=0.255 ms
64 bytes from 186.195.16.14: icmp_req=137 ttl=64 time=0.146 ms
64 bytes from 186.195.16.14: icmp_req=138 ttl=64 time=0.139 ms
64 bytes from 186.195.16.14: icmp_req=139 ttl=64 time=0.282 ms
64 bytes from 186.195.16.14: icmp_req=140 ttl=64 time=0.149 ms
64 bytes from 186.195.16.14: icmp_req=141 ttl=64 time=0.140 ms
64 bytes from 186.195.16.14: icmp_req=142 ttl=64 time=0.152 ms
64 bytes from 186.195.16.14: icmp_req=143 ttl=64 time=0.138 ms
64 bytes from 186.195.16.14: icmp_req=144 ttl=64 time=0.142 ms
64 bytes from 186.195.16.14: icmp_req=145 ttl=64 time=0.155 ms
64 bytes from 186.195.16.14: icmp_req=146 ttl=64 time=0.148 ms
64 bytes from 186.195.16.14: icmp_req=147 ttl=64 time=0.186 ms
64 bytes from 186.195.16.14: icmp_req=148 ttl=64 time=0.148 ms
64 bytes from 186.195.16.14: icmp_req=149 ttl=64 time=0.151 ms
64 bytes from 186.195.16.14: icmp_req=150 ttl=64 time=0.219 ms
64 bytes from 186.195.16.14: icmp_req=151 ttl=64 time=0.149 ms
64 bytes from 186.195.16.14: icmp_req=152 ttl=64 time=0.154 ms
64 bytes from 186.195.16.14: icmp_req=153 ttl=64 time=0.150 ms
64 bytes from 186.195.16.14: icmp_req=154 ttl=64 time=0.146 ms
64 bytes from 186.195.16.14: icmp_req=155 ttl=64 time=0.143 ms
64 bytes from 186.195.16.14: icmp_req=156 ttl=64 time=0.142 ms
64 bytes from 186.195.16.14: icmp_req=157 ttl=64 time=0.147 ms
64 bytes from 186.195.16.14: icmp_req=158 ttl=64 time=0.162 ms
64 bytes from 186.195.16.14: icmp_req=159 ttl=64 time=0.152 ms
64 bytes from 186.195.16.14: icmp_req=160 ttl=64 time=0.146 ms
64 bytes from 186.195.16.14: icmp_req=161 ttl=64 time=0.196 ms
64 bytes from 186.195.16.14: icmp_req=162 ttl=64 time=0.209 ms
64 bytes from 186.195.16.14: icmp_req=163 ttl=64 time=0.200 ms
64 bytes from 186.195.16.14: icmp_req=164 ttl=64 time=0.163 ms
64 bytes from 186.195.16.14: icmp_req=165 ttl=64 time=0.236 ms
64 bytes from 186.195.16.14: icmp_req=166 ttl=64 time=0.229 ms
64 bytes from 186.195.16.14: icmp_req=167 ttl=64 time=0.206 ms
64 bytes from 186.195.16.14: icmp_req=168 ttl=64 time=0.279 ms
64 bytes from 186.195.16.14: icmp_req=169 ttl=64 time=0.205 ms
From 186.195.16.22 icmp_seq=210 Destination Host Unreachable
From 186.195.16.22 icmp_seq=211 Destination Host Unreachable
From 186.195.16.22 icmp_seq=212 Destination Host Unreachable
From 186.195.16.22 icmp_seq=213 Destination Host Unreachable
From 186.195.16.22 icmp_seq=216 Destination Host Unreachable
From 186.195.16.22 icmp_seq=218 Destination Host Unreachable
From 186.195.16.22 icmp_seq=219 Destination Host Unreachable
From 186.195.16.22 icmp_seq=220 Destination Host Unreachable
From 186.195.16.22 icmp_seq=221 Destination Host Unreachable
From 186.195.16.22 icmp_seq=222 Destination Host Unreachable
From 186.195.16.22 icmp_seq=224 Destination Host Unreachable
From 186.195.16.22 icmp_seq=225 Destination Host Unreachable
From 186.195.16.22 icmp_seq=226 Destination Host Unreachable
From 186.195.16.22 icmp_seq=227 Destination Host Unreachable
From 186.195.16.22 icmp_seq=228 Destination Host Unreachable
From 186.195.16.22 icmp_seq=229 Destination Host Unreachable
From 186.195.16.22 icmp_seq=230 Destination Host Unreachable
From 186.195.16.22 icmp_seq=231 Destination Host Unreachable
From 186.195.16.22 icmp_seq=232 Destination Host Unreachable
From 186.195.16.22 icmp_seq=233 Destination Host Unreachable
From 186.195.16.22 icmp_seq=234 Destination Host Unreachable
From 186.195.16.22 icmp_seq=235 Destination Host Unreachable
From 186.195.16.22 icmp_seq=236 Destination Host Unreachable
From 186.195.16.22 icmp_seq=237 Destination Host Unreachable
From 186.195.16.22 icmp_seq=238 Destination Host Unreachable
From 186.195.16.22 icmp_seq=239 Destination Host Unreachable
From 186.195.16.22 icmp_seq=240 Destination Host Unreachable
From 186.195.16.22 icmp_seq=241 Destination Host Unreachable
From 186.195.16.22 icmp_seq=242 Destination Host Unreachable
From 186.195.16.22 icmp_seq=243 Destination Host Unreachable
From 186.195.16.22 icmp_seq=246 Destination Host Unreachable
From 186.195.16.22 icmp_seq=247 Destination Host Unreachable
From 186.195.16.22 icmp_seq=248 Destination Host Unreachable
From 186.195.16.22 icmp_seq=249 Destination Host Unreachable
From 186.195.16.22 icmp_seq=250 Destination Host Unreachable
From 186.195.16.22 icmp_seq=251 Destination Host Unreachable
From 186.195.16.22 icmp_seq=252 Destination Host Unreachable
From 186.195.16.22 icmp_seq=255 Destination Host Unreachable
From 186.195.16.22 icmp_seq=257 Destination Host Unreachable
From 186.195.16.22 icmp_seq=258 Destination Host Unreachable
From 186.195.16.22 icmp_seq=260 Destination Host Unreachable
From 186.195.16.22 icmp_seq=261 Destination Host Unreachable
From 186.195.16.22 icmp_seq=262 Destination Host Unreachable
From 186.195.16.22 icmp_seq=263 Destination Host Unreachable
From 186.195.16.22 icmp_seq=264 Destination Host Unreachable
From 186.195.16.22 icmp_seq=265 Destination Host Unreachable
From 186.195.16.22 icmp_seq=266 Destination Host Unreachable
From 186.195.16.22 icmp_seq=267 Destination Host Unreachable
From 186.195.16.22 icmp_seq=268 Destination Host Unreachable
From 186.195.16.22 icmp_seq=269 Destination Host Unreachable
From 186.195.16.22 icmp_seq=270 Destination Host Unreachable
From 186.195.16.22 icmp_seq=271 Destination Host Unreachable
From 186.195.16.22 icmp_seq=272 Destination Host Unreachable
From 186.195.16.22 icmp_seq=273 Destination Host Unreachable
From 186.195.16.22 icmp_seq=275 Destination Host Unreachable
From 186.195.16.22 icmp_seq=276 Destination Host Unreachable
From 186.195.16.22 icmp_seq=277 Destination Host Unreachable
From 186.195.16.22 icmp_seq=278 Destination Host Unreachable
From 186.195.16.22 icmp_seq=279 Destination Host Unreachable
From 186.195.16.22 icmp_seq=280 Destination Host Unreachable
From 186.195.16.22 icmp_seq=281 Destination Host Unreachable
From 186.195.16.22 icmp_seq=282 Destination Host Unreachable
From 186.195.16.22 icmp_seq=283 Destination Host Unreachable
From 186.195.16.22 icmp_seq=284 Destination Host Unreachable
From 186.195.16.22 icmp_seq=285 Destination Host Unreachable
From 186.195.16.22 icmp_seq=289 Destination Host Unreachable
64 bytes from 186.195.16.14: icmp_req=290 ttl=64 time=2356 ms
64 bytes from 186.195.16.14: icmp_req=291 ttl=64 time=1356 ms
64 bytes from 186.195.16.14: icmp_req=292 ttl=64 time=356 ms
64 bytes from 186.195.16.14: icmp_req=293 ttl=64 time=0.142 ms
64 bytes from 186.195.16.14: icmp_req=294 ttl=64 time=0.177 ms
64 bytes from 186.195.16.14: icmp_req=295 ttl=64 time=0.129 ms
64 bytes from 186.195.16.14: icmp_req=296 ttl=64 time=0.124 ms
64 bytes from 186.195.16.14: icmp_req=297 ttl=64 time=0.119 ms
64 bytes from 186.195.16.14: icmp_req=298 ttl=64 time=0.118 ms
64 bytes from 186.195.16.14: icmp_req=299 ttl=64 time=0.120 ms
64 bytes from 186.195.16.14: icmp_req=300 ttl=64 time=0.124 ms
64 bytes from 186.195.16.14: icmp_req=301 ttl=64 time=0.115 ms

--- 186.195.16.14 ping statistics ---
301 packets transmitted, 181 received, +66 errors, 39% packet loss, time 299996ms
rtt min/avg/max/mdev = 0.106/22.631/2356.801/202.604 ms, pipe 4
